Alloy,Phase
Al21.111Cr22.653Fe17.538Co21.489Cu17.209,BCC
Al16.765Cr23.556Fe18.918Co22.814Cu17.947,BCC
Al11.895Cr24.741Fe20.53Co24.635Cu18.199,BCC
Al10.545Cr24.839Fe20.851Co25.318Cu18.447,BCC
Al8.5313Cr25.083Fe21.799Co26.273Cu18.314,BCC
Al7.1599Cr25.243Fe22.435Co26.807Cu18.356,BCC+FCC
Al6.3797Cr25.108Fe22.765Co27.41Cu18.338,BCC+FCC
Al5.302Cr25.3Fe23.293Co27.94Cu18.165,BCC+FCC
Al14.388Cr24.186Fe19.522Co23.99Cu17.913,BCC
Al25.223Cr17.132Fe20.069Co24.09Cu13.486,BCC
Al29.573Cr16.395Fe18.319Co22.712Cu13.001,BCC
Al34.637Cr15.549Fe16.868Co20.708Cu12.238,BCC
Al39.294Cr14.669Fe15.561Co18.989Cu11.489,BCC
Al44.736Cr13.507Fe14.083Co17.051Cu10.623,BCC
Al50.417Cr12.297Fe12.498Co15.224Cu9.5635,BCC
Al21.334Cr17.65Fe21.235Co26.13Cu13.65,BCC
Al17.225Cr18.4Fe22.798Co27.44Cu14.137,BCC
Al12.446Cr18.817Fe24.728Co29.901Cu14.108,BCC
Al10.226Cr19.047Fe25.642Co30.829Cu14.256,BCC
Al8.4272Cr19.127Fe26.531Co31.53Cu14.384,BCC
Al7.3553Cr18.877Fe27.303Co32.511Cu13.954,BCC
Al6.152Cr18.959Fe27.82Co33.084Cu13.985,BCC
Al5.282Cr18.791Fe28.397Co33.733Cu13.797,BCC
Al14.852Cr18.626Fe23.593Co28.756Cu14.172,BCC
Al24.764Cr15.151Fe21.575Co26.395Cu12.115,BCC
Al29.392Cr14.658Fe20.033Co24.483Cu11.434,BCC
Al34.368Cr13.86Fe18.318Co22.317Cu11.138,BCC
Al39.916Cr12.964Fe16.667Co20.345Cu10.108,BCC
Al45.35Cr11.973Fe14.847Co18.144Cu9.6855,BCC
Al20.892Cr15.625Fe23.184Co28.131Cu12.168,BCC
Al17.413Cr15.869Fe24.659Co29.751Cu12.307,BCC
Al12.282Cr16.267Fe26.813Co32.526Cu12.113,BCC
Al10.052Cr16.334Fe27.956Co33.157Cu12.502,BCC
Al8.1998Cr16.54Fe28.733Co34.079Cu12.448,BCC
Al7.0214Cr16.225Fe29.448Co35.283Cu12.023,BCC
Al5.9934Cr16.161Fe30.055Co36.003Cu11.788,BCC
Al14.584Cr16.053Fe25.776Co31.261Cu12.326,BCC
Al24.818Cr13.248Fe23.285Co28.24Cu10.409,BCC
Al29.989Cr12.738Fe21.048Co26.095Cu10.13,BCC
Al34.101Cr12.246Fe19.683Co24.12Cu9.8501,BCC
Al39.233Cr11.647Fe18.039Co21.806Cu9.2753,BCC
Al45.841Cr10.726Fe15.724Co19.25Cu8.4582,BCC
Al20.456Cr13.736Fe24.992Co30.201Cu10.615,BCC
Al16.892Cr13.917Fe26.448Co31.984Cu10.76,BCC
Al11.288Cr14.085Fe28.969Co34.82Cu10.838,BCC
Al9.6462Cr14.096Fe29.793Co35.936Cu10.529,BCC
Al8.0443Cr13.986Fe30.726Co36.595Cu10.649,BCC
Al6.8674Cr13.665Fe31.762Co37.511Cu10.194,BCC
Al5.7333Cr13.498Fe32.51Co38.099Cu10.159,BCC
Al14.0Cr14.002Fe27.779Co33.309Cu10.909,BCC
Al24.213Cr11.613Fe24.936Co30.1Cu9.138,BCC
Al29.269Cr11.242Fe22.932Co27.607Cu8.9494,BCC
Al33.298Cr10.935Fe21.066Co25.841Cu8.8607,BCC
Al38.495Cr10.5Fe19.18Co23.526Cu8.2986,BCC
Al19.794Cr12.028Fe26.515Co32.105Cu9.5578,BCC
Al15.946Cr12.241Fe28.264Co34.083Cu9.466,BCC
Al11.153Cr12.185Fe30.761Co36.834Cu9.0677,BCC
Al9.1468Cr11.866Fe31.978Co37.983Cu9.0258,BCC
Al7.7892Cr11.825Fe32.736Co38.659Cu8.9907,BCC
Al6.6878Cr11.644Fe33.263Co39.663Cu8.7429,BCC
Al13.336Cr12.166Fe29.613Co35.572Cu9.3131,BCC
Al23.414Cr10.351Fe26.579Co31.684Cu7.9726,BCC
Al28.097Cr10.056Fe24.25Co29.623Cu7.9738,BCC
Al32.467Cr9.7534Fe22.507Co27.419Cu7.8531,BCC
Al18.981Cr10.582Fe28.285Co33.89Cu8.2624,BCC
Al15.602Cr10.516Fe29.794Co35.942Cu8.1461,BCC
Al10.753Cr10.379Fe32.403Co38.658Cu7.8065,BCC
Al8.7434Cr10.157Fe33.563Co39.771Cu7.7653,BCC
Al7.3025Cr9.9779Fe34.495Co40.582Cu7.6423,BCC
Al12.951Cr10.39Fe31.193Co37.4Cu8.0662,BCC
Al22.211Cr9.1045Fe27.923Co33.566Cu7.1952,BCC
Al18.389Cr9.1314Fe29.668Co35.628Cu7.1836,BCC
Al15.268Cr9.0968Fe31.242Co37.132Cu7.2609,BCC
Al10.371Cr8.9089Fe33.73Co40.139Cu6.8514,BCC
Al12.455Cr8.9243Fe32.636Co39.037Cu6.9489,BCC
Al25.969Cr18.986Fe18.01Co22.27Cu14.765,BCC
Al29.502Cr18.349Fe16.953Co20.872Cu14.323,BCC
Al33.676Cr17.625Fe15.77Co19.282Cu13.647,BCC
Al39.117Cr16.25Fe14.117Co17.697Cu12.819,BCC
Al44.433Cr14.955Fe12.963Co15.846Cu11.804,BCC
Al50.194Cr13.506Fe11.511Co14.214Cu10.576,BCC
Al22.129Cr19.871Fe19.319Co23.592Cu15.089,BCC
Al17.666Cr20.82Fe20.642Co25.166Cu15.705,BCC
Al12.286Cr21.683Fe22.491Co27.225Cu16.316,BCC
Al10.536Cr21.676Fe23.474Co27.999Cu16.315,BCC
Al8.671Cr21.777Fe24.105Co29.046Cu16.401,BCC
Al7.3582Cr21.915Fe24.693Co29.867Cu16.167,BCC+FCC
Al6.295Cr22.044Fe25.379Co30.061Cu16.221,BCC+FCC
Al5.1561Cr21.972Fe25.847Co30.815Cu16.21,BCC+FCC
Al14.947Cr21.121Fe21.619Co26.242Cu16.072,BCC
Cr21.867Mn38.726Fe10.877Co13.213Cu15.317,AM
Cr19.837Mn44.134Fe9.9655Co11.888Cu14.177,AM
Cr18.082Mn49.184Fe9.0191Co10.873Cu12.842,AM
Cr16.045Mn54.574Fe8.1246Co9.8935Cu11.362,IM
Cr14.156Mn59.757Fe7.2401Co8.7802Cu10.067,IM
Cr12.345Mn64.998Fe6.4989Co7.4965Cu8.6618,IM
Cr23.395Mn34.231Fe11.72Co14.137Cu16.517,AM
Cr25.008Mn29.648Fe12.614Co15.178Cu17.553,AM
Cr27.651Mn22.146Fe14.18Co16.761Cu19.263,AM
Cr28.651Mn19.332Fe14.792Co17.445Cu19.78,AM
Cr29.528Mn16.582Fe15.084Co18.1Cu20.706,BCC+AM
Cr30.109Mn14.582Fe15.739Co18.631Cu20.939,BCC+AM
Cr30.967Mn12.702Fe16.189Co18.957Cu21.185,BCC+AM
Cr31.172Mn11.139Fe16.711Co19.474Cu21.504,BCC+AM
Cr26.648Mn25.457Fe13.52Co16.0Cu18.376,AM
Cr24.099Mn37.451Fe9.8151Co11.746Cu16.888,AM
Cr22.101Mn42.257Fe9.1512Co10.93Cu15.561,AM
Cr19.953Mn47.379Fe8.3011Co10.171Cu14.196,AM
Cr17.856Mn52.393Fe7.7155Co9.2574Cu12.778,AM
Cr15.479Mn58.267Fe6.8672Co8.1721Cu11.214,IM
Cr25.855Mn32.758Fe10.673Co12.709Cu18.005,AM
Cr27.572Mn28.386Fe11.376Co13.354Cu19.313,AM
Cr30.53Mn21.08Fe12.451Co14.781Cu21.157,BCC+AM
Cr31.703Mn18.187Fe12.87Co15.205Cu22.035,BCC+AM
Cr32.704Mn15.947Fe13.196Co15.803Cu22.35,BCC+AM
Cr33.262Mn14.043Fe13.603Co16.166Cu22.927,BCC
Cr34.252Mn12.097Fe14.122Co16.688Cu22.84,BCC
Cr28.967Mn24.601Fe12.004Co14.297Cu20.131,AM
Cr26.533Mn35.233Fe8.8634Co10.628Cu18.742,AM
Cr24.321Mn40.27Fe8.244Co9.9895Cu17.176,AM
Cr22.003Mn45.659Fe7.6006Co9.1253Cu15.613,AM
Cr19.678Mn50.673Fe7.1952Co8.4027Cu14.051,AM
Cr17.319Mn56.395Fe6.2568Co7.5716Cu12.458,IM
Cr28.409Mn30.953Fe9.4537Co11.249Cu19.935,AM
Cr30.347Mn26.612Fe9.895Co11.958Cu21.188,BCC+AM
Cr33.598Mn20.166Fe10.679Co12.756Cu22.801,BCC
Cr34.58Mn17.354Fe11.084Co13.223Cu23.758,BCC
Cr35.567Mn15.287Fe11.654Co13.613Cu23.879,BCC
Cr36.633Mn13.066Fe11.973Co13.75Cu24.577,BCC
Cr37.23Mn11.392Fe12.2Co14.158Cu25.021,BCC
Cr32.105Mn22.96Fe10.492Co12.266Cu22.178,BCC+AM
Cr29.093Mn33.063Fe7.9746Co9.4555Cu20.414,BCC+AM
Cr26.713Mn37.875Fe7.3862Co9.1086Cu18.917,AM
Cr24.289Mn43.388Fe6.9097Co8.2851Cu17.128,AM
Cr21.677Mn48.825Fe6.5356Co7.728Cu15.234,AM
Cr31.189Mn28.916Fe8.3964Co9.9736Cu21.526,BCC+AM
Cr32.98Mn25.197Fe8.7047Co10.353Cu22.765,BCC+AM
Cr36.28Mn18.961Fe9.2607Co10.987Cu24.511,BCC
Cr37.705Mn16.06Fe9.6291Co11.244Cu25.362,BCC
Cr38.847Mn13.97Fe9.9682Co11.663Cu25.551,BCC
Cr39.66Mn12.187Fe10.102Co12.098Cu25.952,BCC
Cr34.571Mn21.814Fe8.9874Co10.877Cu23.75,BCC
Cr31.58Mn31.08Fe6.9894Co8.4103Cu21.94,BCC+AM
Cr29.148Mn35.515Fe6.7739Co8.1511Cu20.412,BCC+AM
Cr26.524Mn40.632Fe6.3962Co7.6155Cu18.833,AM
Cr33.629Mn27.255Fe7.4025Co8.8289Cu22.884,BCC
Cr35.923Mn23.8Fe7.6487Co9.1565Cu23.472,BCC
Cr38.854Mn17.377Fe8.0906Co9.6179Cu26.06,BCC
Cr40.446Mn14.878Fe8.2014Co9.7812Cu26.693,BCC
Cr41.359Mn12.725Fe8.4057Co10.071Cu27.438,BCC
Cr37.321Mn20.327Fe8.0627Co9.3139Cu24.975,BCC
Cr33.957Mn28.726Fe6.3829Co7.6585Cu23.276,BCC
Cr36.116Mn24.939Fe6.6062Co7.7194Cu24.619,BCC
Cr38.411Mn21.438Fe6.7111Co7.9912Cu25.448,BCC
Cr41.462Mn15.692Fe6.9067Co8.3741Cu27.566,BCC
Cr40.099Mn18.166Fe6.9778Co8.0738Cu26.683,BCC
Cr19.563Mn40.075Fe11.871Co14.477Cu14.013,AM
Cr17.832Mn45.423Fe10.959Co13.17Cu12.616,AM
Cr16.074Mn50.592Fe9.8569Co12.019Cu11.458,IM
Cr14.406Mn55.983Fe8.8357Co10.614Cu10.161,IM
Cr12.692Mn61.437Fe7.6393Co9.2293Cu9.0033,IM
Cr11.175Mn66.507Fe6.6325Co8.0738Cu7.6116,IM
Cr20.992Mn35.413Fe13.043Co15.714Cu14.838,AM
Cr22.489Mn30.854Fe14.007Co16.845Cu15.806,AM
Cr24.696Mn22.891Fe15.811Co18.896Cu17.706,AM
Cr25.698Mn19.83Fe16.669Co19.932Cu17.87,AM
Cr26.5Mn17.195Fe17.459Co20.449Cu18.397,AM
Cr27.133Mn14.794Fe18.227Co21.28Cu18.565,IM
Cr27.42Mn13.096Fe18.58Co21.828Cu19.075,IM
Cr27.796Mn11.398Fe19.159Co22.357Cu19.29,IM
Cr23.568Mn26.512Fe15.153Co17.977Cu16.789,AM
Cr17.452Mn41.094Fe13.153Co15.915Cu12.386,AM
Cr15.971Mn46.205Fe11.994Co14.311Cu11.519,AM
Cr14.468Mn51.468Fe10.791Co12.832Cu10.441,IM
Cr12.877Mn57.015Fe9.516Co11.417Cu9.1744,IM
Cr11.365Mn62.545Fe8.2759Co9.766Cu8.0482,IM
Cr9.8204Mn67.413Fe7.1959Co8.7489Cu6.8216,IM
Cr18.9Mn35.867Fe14.592Co17.082Cu13.559,AM
Cr20.228Mn31.112Fe15.309Co18.906Cu14.446,AM
Cr22.027Mn23.169Fe17.934Co21.222Cu15.649,AM
Cr22.919Mn19.912Fe18.882Co22.326Cu15.961,AM
Cr23.387Mn17.341Fe19.854Co23.066Cu16.351,IM
Cr23.786Mn15.044Fe20.483Co24.051Cu16.637,IM
Cr24.235Mn13.083Fe21.022Co24.494Cu17.166,IM
Cr24.695Mn11.571Fe21.446Co24.896Cu17.393,IM
Cr21.24Mn27.254Fe16.752Co20.1Cu14.655,AM
Cr13.854Mn41.591Fe15.974Co18.674Cu9.9074,AM
Cr12.633Mn47.012Fe14.08Co17.132Cu9.1443,AM
Cr11.349Mn52.95Fe12.404Co15.129Cu8.1687,IM
Cr10.214Mn58.016Fe11.002Co13.366Cu7.4023,IM
Cr9.2066Mn63.178Fe9.5729Co11.422Cu6.6201,IM
Cr8.0764Mn68.029Fe8.344Co9.8963Cu5.6547,IM
Cr14.791Mn36.31Fe17.459Co20.677Cu10.764,AM
Cr15.561Mn31.73Fe19.006Co22.56Cu11.143,AM
Cr16.913Mn23.412Fe21.808Co25.736Cu12.131,IM
Cr17.597Mn19.973Fe22.712Co27.103Cu12.615,IM
Cr17.844Mn17.605Fe23.914Co27.673Cu12.965,BCC
Cr18.189Mn15.169Fe24.852Co28.784Cu13.008,BCC
Cr18.424Mn13.033Fe25.659Co29.864Cu13.02,BCC
Cr18.445Mn11.426Fe26.459Co30.711Cu12.959,BCC
Cr16.303Mn27.435Fe20.392Co24.084Cu11.787,AM
Cr12.42Mn40.966Fe17.175Co20.788Cu8.6516,AM
Cr11.354Mn46.576Fe15.389Co18.346Cu8.3349,AM
Cr10.271Mn52.212Fe13.663Co16.319Cu7.5351,IM
Cr9.4009Mn58.013Fe11.874Co14.24Cu6.4722,IM
Cr8.2803Mn63.335Fe10.157Co12.203Cu6.0242,IM
Cr12.918Mn35.99Fe18.94Co22.852Cu9.3002,AM
Cr13.808Mn31.117Fe20.466Co24.59Cu10.018,AM
Cr14.822Mn23.446Fe23.631Co27.399Cu10.701,BCC+AM
Cr15.116Mn20.158Fe24.756Co29.138Cu10.831,BCC
Cr15.473Mn17.087Fe25.866Co30.515Cu11.06,BCC
Cr15.753Mn14.906Fe27.002Co31.13Cu11.209,BCC
Cr15.752Mn12.764Fe28.153Co32.179Cu11.152,BCC
Cr14.281Mn27.188Fe22.094Co26.234Cu10.204,BCC+AM
Cr10.901Mn40.177Fe18.806Co22.091Cu8.0248,AM
Cr10.216Mn45.523Fe16.678Co20.111Cu7.4729,AM
Cr9.3936Mn51.28Fe14.921Co17.577Cu6.8283,IM
Cr8.3499Mn57.385Fe12.887Co15.372Cu6.006,IM
Cr7.5139Mn62.552Fe11.228Co13.386Cu5.3201,IM
Cr11.432Mn35.053Fe20.542Co24.654Cu8.3185,AM
Cr12.038Mn30.523Fe22.265Co26.295Cu8.8795,BCC+AM
Cr12.876Mn22.821Fe25.358Co29.582Cu9.3629,BCC
Cr13.226Mn19.296Fe26.747Co31.297Cu9.4338,BCC
Cr13.474Mn16.78Fe27.712Co32.621Cu9.4128,BCC
Cr13.59Mn14.398Fe29.172Co33.329Cu9.5103,BCC
Cr13.336Mn12.247Fe29.966Co34.63Cu9.8205,BCC
Cr12.43Mn26.446Fe23.838Co28.235Cu9.0506,BCC+AM
Cr9.6363Mn39.456Fe20.055Co23.972Cu6.8803,AM
Cr9.0416Mn44.873Fe17.985Co21.465Cu6.635,IM
Cr8.4081Mn50.513Fe16.002Co18.953Cu6.1238,IM
Cr7.6177Mn56.191Fe13.969Co16.699Cu5.5233,IM
Cr10.058Mn34.53Fe22.027Co26.173Cu7.2122,BCC+AM
Cr10.421Mn29.854Fe23.88Co28.187Cu7.6578,BCC+AM
Cr11.139Mn21.804Fe27.307Co31.847Cu7.9029,BCC
Cr11.316Mn18.747Fe28.73Co33.043Cu8.1635,BCC
Cr11.46Mn16.054Fe29.759Co34.416Cu8.31,BCC
Cr11.496Mn13.688Fe31.075Co35.371Cu8.3705,BCC
Cr10.835Mn25.698Fe25.655Co30.101Cu7.7117,BCC
Cr8.4727Mn38.61Fe21.429Co25.341Cu6.1474,AM
Cr8.1206Mn43.98Fe19.13Co23.054Cu5.715,IM
Cr7.5089Mn49.313Fe17.124Co20.577Cu5.4767,IM
Cr8.8366Mn33.509Fe23.218Co27.949Cu6.4867,BCC+AM
Cr9.2525Mn28.669Fe25.249Co30.136Cu6.6934,BCC
Cr9.6771Mn20.666Fe29.02Co33.778Cu6.8596,BCC
Cr9.7843Mn17.373Fe30.396Co35.292Cu7.1551,BCC
Cr9.7985Mn15.013Fe31.641Co36.49Cu7.0571,BCC
Cr9.3737Mn24.583Fe27.284Co32.105Cu6.6555,BCC
Cr7.5784Mn37.4Fe22.681Co26.95Cu5.3907,BCC+AM
Cr7.8694Mn32.135Fe24.826Co29.517Cu5.6525,BCC+AM
Cr8.0617Mn27.405Fe26.998Co31.67Cu5.8648,BCC
Cr8.2637Mn19.634Fe30.537Co35.607Cu5.9588,BCC
Cr8.2221Mn23.025Fe28.959Co33.87Cu5.9237,BCC
Cr15.671Mn41.521Fe14.432Co17.409Cu10.967,AM
Cr14.206Mn46.777Fe13.01Co15.87Cu10.136,AM
Cr12.79Mn52.137Fe11.645Co14.078Cu9.3501,IM
Cr11.467Mn57.87Fe10.309Co12.209Cu8.1448,IM
Cr10.27Mn62.923Fe8.7804Co10.763Cu7.2638,IM
Cr8.7505Mn68.076Fe7.7098Co9.2041Cu6.2598,IM
Cr16.895Mn36.24Fe15.808Co19.013Cu12.043,AM
Cr17.841Mn31.653Fe17.241Co20.752Cu12.513,AM
Cr19.246Mn23.627Fe19.736Co23.536Cu13.855,AM
Cr20.061Mn20.137Fe21.0Co24.698Cu14.105,IM
Cr20.345Mn17.451Fe22.058Co25.683Cu14.463,IM
Cr20.992Mn15.381Fe22.588Co26.348Cu14.691,IM
Cr21.284Mn13.274Fe23.331Co27.145Cu14.965,BCC
Cr21.507Mn11.419Fe23.791Co28.025Cu15.258,BCC
Cr18.561Mn27.621Fe18.639Co21.99Cu13.188,AM
Al29.783Cr23.898Fe15.582Ni12.695Cu18.042,BCC
Al33.792Cr22.295Fe14.571Ni12.048Cu17.293,BCC
Al38.868Cr20.772Fe13.328Ni11.253Cu15.78,BCC
Al44.472Cr18.746Fe12.217Ni10.104Cu14.46,BCC
Al50.154Cr16.788Fe10.968Ni9.223Cu12.866,BCC
Al55.225Cr14.958Fe9.9649Ni8.3139Cu11.539,BCC+AM
Al25.915Cr25.152Fe16.623Ni13.449Cu18.861,BCC
Al20.693Cr26.833Fe17.818Ni14.284Cu20.372,BCC
Al15.769Cr28.58Fe19.512Ni15.193Cu20.946,BCC
Al13.316Cr29.598Fe20.058Ni15.511Cu21.517,BCC
Al10.929Cr30.17Fe20.742Ni16.016Cu22.144,BCC
Al9.7546Cr30.506Fe21.467Ni16.188Cu22.084,BCC
Al8.335Cr30.768Fe21.936Ni16.736Cu22.225,BCC+FCC
Al6.8324Cr31.227Fe22.651Ni17.01Cu22.279,BCC+FCC
Al18.311Cr27.782Fe18.532Ni14.678Cu20.698,BCC
Al27.89Cr26.241Fe14.225Ni11.607Cu20.037,BCC
Al32.271Cr24.885Fe13.283Ni10.726Cu18.835,BCC
Al37.607Cr22.754Fe12.209Ni10.084Cu17.346,BCC
Al43.363Cr20.516Fe11.098Ni9.2625Cu15.761,BCC
Al49.384Cr18.212Fe9.9155Ni8.3626Cu14.125,BCC
Al24.068Cr27.894Fe14.986Ni12.122Cu20.929,BCC
Al20.695Cr29.511Fe15.663Ni12.422Cu21.708,BCC
Al13.865Cr32.017Fe17.289Ni13.495Cu23.335,BCC
Al12.162Cr33.049Fe17.652Ni13.632Cu23.504,BCC
Al10.541Cr33.477Fe17.861Ni13.964Cu24.157,BCC
Al9.5038Cr33.843Fe18.619Ni14.138Cu23.896,BCC
Al8.0424Cr34.315Fe19.143Ni14.301Cu24.199,BCC
Al16.742Cr30.939Fe16.463Ni13.025Cu22.832,BCC
Al27.07Cr28.697Fe12.615Ni10.144Cu21.474,BCC
Al30.749Cr27.032Fe11.976Ni9.7466Cu20.496,BCC
Al35.096Cr24.997Fe11.227Ni9.3159Cu19.364,BCC
Al40.719Cr22.855Fe10.38Ni8.4815Cu17.564,BCC
Al46.626Cr20.462Fe9.448Ni7.8245Cu15.639,BCC
Al22.25Cr31.06Fe13.402Ni10.649Cu22.639,BCC
Al18.938Cr32.27Fe13.876Ni11.142Cu23.774,BCC
Al13.438Cr34.897Fe14.956Ni11.438Cu25.271,BCC
Al10.756Cr35.971Fe15.317Ni12.032Cu25.924,BCC
Al9.3821Cr36.725Fe15.683Ni12.02Cu26.19,BCC
Al8.6895Cr37.315Fe15.928Ni12.054Cu26.013,BCC
Al7.4389Cr37.879Fe16.331Ni12.289Cu26.061,BCC
Al16.337Cr33.621Fe14.448Ni11.261Cu24.334,BCC
Al25.952Cr31.104Fe11.143Ni8.8817Cu22.92,BCC
Al30.027Cr28.983Fe10.425Ni8.6151Cu21.951,BCC
Al33.006Cr27.657Fe10.128Ni8.2568Cu20.952,BCC
Al38.54Cr24.995Fe9.3646Ni7.8351Cu19.266,BCC
Al20.585Cr33.457Fe11.754Ni9.6135Cu24.59,BCC
Al17.001Cr35.015Fe12.149Ni9.7055Cu26.13,BCC
Al13.425Cr37.516Fe12.674Ni9.8888Cu26.497,BCC
Al10.381Cr38.812Fe13.227Ni10.111Cu27.469,BCC
Al8.5012Cr39.96Fe13.385Ni10.241Cu27.913,BCC
Al7.4892Cr40.316Fe13.705Ni10.281Cu28.209,BCC
Al15.415Cr36.332Fe12.468Ni9.8335Cu25.951,BCC
Al24.01Cr33.645Fe9.8133Ni7.8723Cu24.66,BCC
Al27.971Cr31.412Fe9.3986Ni7.729Cu23.489,BCC
Al31.305Cr29.844Fe9.023Ni7.3119Cu22.516,BCC
Al19.002Cr35.991Fe10.386Ni8.254Cu26.366,BCC
Al15.704Cr37.771Fe10.666Ni8.4011Cu27.458,BCC
Al12.022Cr40.601Fe10.971Ni8.4222Cu27.984,BCC
Al9.567Cr41.682Fe11.224Ni8.5243Cu29.002,BCC
Al8.0323Cr42.536Fe11.253Ni8.7844Cu29.394,BCC
Al13.946Cr39.148Fe10.937Ni8.3466Cu27.622,BCC
Al20.763Cr36.572Fe8.8617Ni7.0054Cu26.798,BCC
Al16.992Cr38.891Fe9.0549Ni7.1043Cu27.958,BCC
Al14.55Cr40.185Fe9.2762Ni7.2175Cu28.771,BCC
Al10.365Cr42.984Fe9.5452Ni7.2557Cu29.85,BCC
Al12.186Cr41.524Fe9.3353Ni7.3727Cu29.582,BCC
Al30.744Cr21.38Fe17.319Ni14.164Cu16.392,BCC
Al34.911Cr20.315Fe15.923Ni13.258Cu15.592,BCC
Al39.677Cr18.682Fe14.772Ni12.304Cu14.565,BCC
Al44.987Cr17.141Fe13.428Ni11.177Cu13.266,BCC
Al50.528Cr15.378Fe12.078Ni10.066Cu11.951,BCC
Al56.109Cr13.668Fe10.689Ni8.9455Cu10.59,BCC+AM
Al26.202Cr22.645Fe18.524Ni15.098Cu17.53,BCC
Al21.709Cr24.129Fe19.74Ni16.023Cu18.399,BCC
Al16.434Cr25.543Fe21.767Ni17.082Cu19.175,BCC
Al13.402Cr26.356Fe22.997Ni17.708Cu19.537,BCC
Al11.458Cr26.765Fe23.736Ni18.495Cu19.546,BCC+FCC
Al9.4129Cr27.258Fe24.369Ni18.832Cu20.129,BCC+FCC
Al8.6271Cr27.294Fe25.194Ni19.136Cu19.749,BCC+FCC
Al7.3537Cr27.594Fe25.935Ni19.34Cu19.777,BCC+FCC
Al19.314Cr24.942Fe20.868Ni16.542Cu18.334,BCC
Al30.791Cr19.267Fe19.1Ni15.81Cu15.031,BCC
Al35.893Cr17.978Fe17.557Ni14.536Cu14.036,BCC
Al40.674Cr16.666Fe16.167Ni13.338Cu13.155,BCC
Al45.891Cr15.301Fe14.676Ni12.113Cu12.019,BCC
Al51.608Cr13.839Fe12.952Ni10.788Cu10.814,BCC
Al56.97Cr12.411Fe11.443Ni9.6114Cu9.5647,BCC+AM
Al26.223Cr20.47Fe20.609Ni16.987Cu15.71,BCC
Al21.687Cr21.62Fe22.15Ni18.061Cu16.481,BCC
Al16.392Cr22.703Fe24.549Ni19.306Cu17.05,BCC
Al13.971Cr23.137Fe25.678Ni20.048Cu17.166,BCC+FCC
Al11.9Cr23.684Fe26.473Ni20.364Cu17.58,BCC+FCC
Al9.6357Cr24.051Fe27.364Ni21.093Cu17.856,BCC+FCC
Al8.4671Cr24.194Fe28.224Ni21.444Cu17.671,BCC+FCC
Al7.4183Cr24.078Fe28.957Ni21.844Cu17.702,BCC+FCC
Al19.226Cr21.939Fe23.298Ni18.672Cu16.865,BCC
Al31.942Cr15.155Fe22.583Ni18.646Cu11.675,BCC
Al37.132Cr14.236Fe20.736Ni16.909Cu10.986,BCC
Al42.375Cr13.16Fe18.637Ni15.563Cu10.265,BCC
Al48.444Cr11.899Fe16.625Ni13.719Cu9.3132,BCC
Al54.182Cr10.854Fe14.424Ni12.111Cu8.4293,BCC
Al59.29Cr9.8629Fe12.884Ni10.381Cu7.5833,BCC+AM
Al28.782Cr15.486Fe24.088Ni19.683Cu11.961,BCC
Al24.61Cr16.055Fe26.062Ni20.922Cu12.35,BCC
Al15.961Cr17.333Fe29.954Ni23.577Cu13.175,BCC+FCC
Al14.191Cr17.491Fe30.638Ni24.341Cu13.339,BCC+FCC
Al11.489Cr17.864Fe32.327Ni24.765Cu13.555,BCC+FCC
Al9.7679Cr17.952Fe33.466Ni25.429Cu13.386,BCC+FCC
Al8.7218Cr17.884Fe34.332Ni25.892Cu13.17,BCC+FCC
Al7.4893Cr17.677Fe35.395Ni26.319Cu13.119,BCC+FCC
Al19.866Cr16.719Fe28.027Ni22.498Cu12.889,BCC
Al31.152Cr13.388Fe24.817Ni20.168Cu10.475,BCC
Al36.218Cr12.611Fe22.489Ni18.767Cu9.9159,BCC
Al41.331Cr11.893Fe20.445Ni16.954Cu9.3763,BCC
Al47.555Cr10.843Fe18.03Ni14.999Cu8.5734,BCC
Al53.438Cr9.9118Fe15.832Ni13.219Cu7.5996,BCC
Al27.577Cr13.891Fe26.273Ni21.581Cu10.678,BCC
Al23.382Cr14.384Fe28.456Ni22.776Cu11.002,BCC
Al15.774Cr15.002Fe32.261Ni25.352Cu11.611,BCC+FCC
Al13.54Cr15.229Fe33.615Ni26.141Cu11.475,BCC+FCC
Al11.193Cr15.255Fe34.863Ni26.874Cu11.816,BCC+FCC
Al9.5524Cr15.21Fe36.027Ni27.648Cu11.563,BCC+FCC
Al8.3706Cr15.085Fe37.104Ni27.944Cu11.497,FCC
Al18.61Cr14.839Fe30.457Ni24.344Cu11.749,BCC+FCC
Al30.495Cr11.859Fe26.552Ni21.824Cu9.2691,BCC
Al36.764Cr11.009Fe23.882Ni19.581Cu8.7638,BCC
Al41.93Cr10.518Fe21.708Ni17.761Cu8.082,BCC
Al46.793Cr9.7557Fe19.375Ni16.407Cu7.6703,BCC
Al52.661Cr8.9696Fe17.074Ni14.194Cu7.102,BCC
Al26.016Cr12.221Fe28.663Ni23.553Cu9.5472,BCC
Al22.027Cr12.418Fe31.099Ni24.849Cu9.6072,BCC
Al15.747Cr12.824Fe34.614Ni27.044Cu9.7706,BCC+FCC
Al12.902Cr12.979Fe36.319Ni27.985Cu9.8144,BCC+FCC
Al10.702Cr13.035Fe37.322Ni28.912Cu10.029,BCC+FCC
Al8.7765Cr12.975Fe38.814Ni29.491Cu9.9434,FCC
